Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Sweet and Sour Turkey Tenderloins,"['ground turkey, raw', 'pineapple juice, canned or bottled, unsweetened, without added ascorbic acid', 'soup, chicken broth or bouillon, dry', 'apricots, dried, sulfured, uncooked', 'vinegar, distilled', 'soy sauce made from soy (tamari)', 'carrots, raw', 'onions, raw', 'peppers, sweet, green, raw', 'cornstarch', 'water, bottled, generic']","['Coat a non-stick skillet with cooking spray.', 'Add tenderloins to the cold skillet and brown over medium heat about 7 to 8 minutes, turning once.', 'Meanwhile, drain pineapple and reserve juice.', 'Combine juice, broth, preserves, vinegar, and soy sauce in a small bowl; set aside.', 'Remove browned tenderloins from skillet.', 'Add carrots and onions and saute about 3 minutes, spraying skillet lightly or adding a little broth if needed.', 'Stir in red pepper and saute 1 minute more.', 'Pour pineapple juice mixture into skillet, return tenderloins and simmer covered over low heat 12 to 15 minutes, turning tenderloins once.', 'In a small dish, stir together cornstarch and water until smooth.', 'Remove tenderloins from skillet and slice; keep warm.', 'Add pineapple chunks and cornstarch to skillet; cook over medium heat until thickened.', 'Add sliced tenderloins and serve over rice.']","[{'fat': 34.7451472, 'nrg': 671.31616, 'pro': 89.1761872, 'sat': 9.18070208, 'sod': 263.08335999999997, 'sug': 0.0}, {'fat': 0.2721552, 'nrg': 120.20188, 'pro': 0.8164655999999999, 'sat': 0.018143680000000002, 'sod': 4.53592, 'sug': 22.6342408}, {'fat': 10.080000000000002, 'nrg': 180.0, 'pro': 11.88, 'sat': 2.4840000000000004, 'sod': 17208.0, 'sug': 12.599999999999998}, {'fat': 0.33, 'nrg': 156.5, 'pro': 2.205, 'sat': 0.011, 'sod': 6.5, 'sug': 34.735}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.04}, {'fat': 0.04, 'nrg': 22.0, 'pro': 3.78, 'sat': 0.004, 'sod': 2010.0, 'sug': 0.62}, {'fat': 0.31, 'nrg': 52.0, 'pro': 1.19, 'sat': 0.047, 'sod': 88.0, 'sug': 6.07}, {'fat': 0.16, 'nrg': 64.0, 'pro': 1.76, 'sat': 0.067, 'sod': 6.0, 'sug': 6.78}, {'fat': 0.125, 'nrg': 15.0, 'pro': 0.64, 'sat': 0.043, 'sod': 2.0, 'sug': 1.79}, {'fat': 0.0075, 'nrg': 61.0, 'pro': 0.04125, 'sat': 0.0015, 'sod': 1.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}]","['1', '8', '3/4', '1/2', '1/4', '2', '1', '1', '1/2', '2', '2']","['pound', 'ounce', 'cup', 'cup', 'cup', 'tablespoon', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon']","[453.592, 226.796, 72.0, 65.0, 59.6, 36.0, 128.0, 160.0, 74.5, 16.0, 29.6]",27.0,1354.01804
Peppermint Fluff Recipe,"['cookies, vanilla wafers, lower fat', 'sugars, granulated', 'butter, without salt', 'nuts, walnuts, english', 'peppermint, fresh', 'candies, marshmallows', 'cream, whipped, cream topping, pressurized']","['Mix crumbs, sugar, and butter well; press 1/2 of mix in bottom of 13 x 9 1/2 x 2 inch pan.', 'Fold walnuts, candy, and marshmallows into whipped cream.', 'Spread over crumbs in pan.', 'Sprinkle with remaining crumbs.', 'Refrigeratefor 12 hrs.', 'Serves about 18.']","[{'fat': 48.64, 'nrg': 1412.0, 'pro': 16.0, 'sat': 12.28, 'sod': 1240.0, 'sug': 120.0}, {'fat': 0.0, 'nrg': 384.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 100.56000000000002}, {'fat': 138.24, 'nrg': 1224.0, 'pro': 1.44, 'sat': 86.02799999999999, 'sod': 24.0, 'sug': 0.12}, {'fat': 76.3, 'nrg': 765.0, 'pro': 17.82, 'sat': 7.167, 'sod': 2.0, 'sug': 3.05}, {'fat': 0.7994558999999998, 'nrg': 59.53394999999999, 'pro': 3.1893187499999995, 'sat': 0.20921930999999996, 'sod': 26.365034999999995, 'sug': 0.0}, {'fat': 0.396893, 'nrg': 631.0598699999999, 'pro': 3.5720370000000004, 'sat': 0.11113004, 'sod': 158.7572, 'sug': 114.2258054}, {'fat': 39.99, 'nrg': 462.0, 'pro': 5.76, 'sat': 24.897, 'sod': 15.0, 'sug': 14.399999999999999}]","['4', '1/2', '3/4', '1', '3', '7', '3']","['cup', 'cup', 'cup', 'cup', 'ounce', 'ounce', 'cup']","[320.0, 100.80000000000001, 170.39999999999998, 117.0, 85.04849999999999, 198.4465, 180.0]",,4937.59382
Caramel Popcorn With Nuts (Poppy Cock) Recipe,"['corn, sweet, white, raw', 'oil, corn, peanut, and olive', 'sugars, brown', 'butter, without salt', 'syrups, corn, light', 'salt, table', 'leavening agents, baking soda', 'vanilla extract']","['Place popcorn in large roasting pan.', 'Fold in nuts.', 'Set aside.', 'Preheat oven to 250iF.', 'In heavy sauce pan, mix sugar, butter, corn syrup and salt.', 'Over medium heat, stir till boiling.', 'Continue to boil, without stirring, for 5 min.', 'Remove from heat.', 'Stir in vanilla, then baking soda (it will foam up).', 'Pour over popped corn and nuts; mix well to coat.', 'Place in oven for 1 hour to 1 hour and 10 min.', 'Stir every 15 min while baking.', 'Cold, break apart and store in a tightly sealed container.', 'NOTES : Yield is about 16 c..', 'Serving size is 2 c. per person.']","[{'fat': 29.12, 'nrg': 2112.0, 'pro': 79.36, 'sat': 4.48, 'sod': 368.0, 'sug': 79.36}, {'fat': 448.0, 'nrg': 3968.0, 'pro': 0.0, 'sat': 64.352, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.34, 'nrg': 482.5, 'pro': 0.0, 'sat': 0.0, 'sod': 105.5, 'sug': 130.895}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 629.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.265}]","['4', '2', '1', '1/2', '1/2', '1/2', '1/2', '1/2']","['quart', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[2464.0, 448.0, 144.0, 113.6, 170.5, 3.0, 2.3, 2.1]",120.0,7912.5
Granola-Topped Caramel Fruit Dip,"['oats', 'seeds, sunflower seed kernels, dried', 'nuts, almonds', 'spices, cinnamon, ground', 'yogurt, greek, plain, nonfat', 'sugars, granulated', 'melons, cantaloupe, raw']","['In a small bowl, combine oats, sunflower kernels, and almonds.', 'Lightly coat with nonstick cooking spray and sprinkle with cinnamon; toss gently to coat.', 'In a medium skillet, cook oat mixture over medium heat 3-5 minutes or until toasted, stirring occasionally.', 'Remove from heat and cool completely.', 'In a small bowl, stir together yogurt and caramel topping.', 'Transfer to a serving bowl.', 'Sprinkle with oat mixture.', 'Serve with fresh fruit for dipping.']","[{'fat': 1.345, 'nrg': 75.875, 'pro': 3.29375, 'sat': 0.237375, 'sod': 0.375, 'sug': 0.0}, {'fat': 1.479375, 'nrg': 16.8125, 'pro': 0.5975, 'sat': 0.1280625, 'sod': 0.25, 'sug': 0.075625}, {'fat': 4.4625, 'nrg': 51.75, 'pro': 1.89, 'sat': 0.3398125, 'sod': 0.0625, 'sug': 0.38875}, {'fat': 0.54, 'nrg': 108.0, 'pro': 1.8000000000000003, 'sat': 0.16199999999999998, 'sod': 0.0, 'sug': 1.08}, {'fat': 1.3267566, 'nrg': 200.71445999999997, 'pro': 34.66576859999999, 'sat': 0.39802698, 'sod': 122.46983999999998, 'sug': 11.0222856}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}, {'fat': 1.02, 'nrg': 180.0, 'pro': 4.47, 'sat': 0.27, 'sod': 84.0, 'sug': 41.730000000000004}]","['2', '1', '1', '18', '12', '3', '3']","['tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'ounce', 'tablespoon', 'cup']","[19.5, 2.875, 8.9375, 46.800000000000004, 340.19399999999996, 37.800000000000004, 531.0]",5.0,777.1519599999999
Just Brown Rice,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'water, bottled, generic']","['Rinse rice.', 'Place rice and water in a large pyrex casserole dish.', 'Microwave for 15 mins stopping and stirring half way through cooking.']","[{'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 0.0}]","['1', '1 1/2']","['cup', 'cup']","[158.0, 355.20000000000005]",,205.0
Roasted Cauliflower with Asiago/Parmesan and Orange Zest,"['oil, olive, salad or cooking', 'salt, table', 'orange juice, raw', 'spices, pepper, black', 'cauliflower, raw', 'cheese, parmesan, hard']","['Preheat oven to 450 F degrees.', 'In large bowl, combine together oil, salt, orange zest and pepper, toss with cauliflower until evenly coated.', 'Arrange cauliflower mixture on a large baking sheet.', 'Roast for 22 to 25 minutes, stir half way.', 'Sprinkle with cheese.', 'Bake another 2 minutes or until cheese is melted.', 'Serve warm.']","[{'fat': 33.75, 'nrg': 297.5, 'pro': 0.0, 'sat': 4.66, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.005208333333333333, 'nrg': 1.1666666666666665, 'pro': 0.018125, 'sat': 0.0006249999999999999, 'sod': 0.020833333333333332, 'sug': 0.21697916666666664}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 2.5401152000000002, 'nrg': 226.796, 'pro': 17.4179328, 'sat': 1.1793391999999998, 'sod': 272.1552, 'sug': 17.3272144}, {'fat': 29.290703399999995, 'nrg': 444.52016, 'pro': 40.539784999999995, 'sat': 18.6086118, 'sod': 1560.35648, 'sug': 0.907184}]","['2 1/2', '1/2', '1/2', '1/4', '32', '4']","['tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce', 'ounce']","[33.75, 3.0, 2.583333333333333, 0.575, 907.184, 113.398]",27.0,971.4828266666666
Crunchy Ice Cream Bars,"['syrups, corn, light', 'peanut butter, smooth style, without salt', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', 'ice creams, vanilla']","['Mix corn syrup thoroughly with peanut butter.', 'Add cocoa krispies cereal and stir until well coated.', 'Press mixture evenly and firmly into bottom of buttered 13x9x2 inch pan.', 'Place in freezer until firm.', 'Cut into 12 three inch squares and place a slice of ice cream between each 2 squares.', 'Cut each square into two bars.', 'To store, wrap individually in foil and keep in freezer until needed.']","[{'fat': 8.16, 'nrg': 11580.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2532.0, 'sug': 3141.4800000000005}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 14.24, 'nrg': 664.0, 'pro': 23.76, 'sat': 2.9, 'sod': 36.0, 'sug': 2.52}, {'fat': 29.04, 'nrg': 548.0, 'pro': 9.24, 'sat': 17.924, 'sod': 212.0, 'sug': 56.04}]","['12', '12', '4', '1']","['cup', 'cup', 'cup', 'pint']","[4092.0, 3072.0, 936.0, 264.0]",,31128.0
Lemon Herb Butter,"['butter, without salt', 'lemon juice, raw', 'dill weed, fresh', 'spices, garlic powder']","['Once the butter has softened to room temperature, combine all the ingredients, then chill.']","[{'fat': 367.9084712, 'nrg': 3252.2546399999997, 'pro': 3.855532, 'sat': 229.01406487999998, 'sod': 49.89512, 'sug': 0.2721552}, {'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006125, 'sod': 0.125, 'sug': 0.384375}, {'fat': 0.0020833333333333333, 'nrg': 0.08333333333333333, 'pro': 0.006458333333333333, 'sat': 0.00010416666666666666, 'sod': 0.10416666666666666, 'sug': 0.0}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}]","['1', '1', '1', '1']","['pound', 'tablespoon', 'teaspoon', 'teaspoon']","[453.592, 15.25, 0.18541666666666667, 3.1]",,3265.712973333333
Almond Alfajores,"['nuts, almonds', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'nuts, almonds', 'butter, without salt', 'dulce de leche']","['Mix the ground almond meal, flour, and salt in a medium bowl.', 'Grate the almond paste into the bowl.', 'Blend the butter into the flour mixture with your fingers, until dough is smooth and well mixed.', 'Chill dough for 2 hours or overnight.', 'Preheat oven to 325 degrees.', 'On a well floured surface, roll half the cookie dough out to 1/4 inch thickness.', 'Cut desired shapes and place on a cookie sheet.', 'Repeat with remaining dough, rerolling scraps until all of the dough has been rolled and cut.', 'Bake cookies for 8-10 minutes, until golden brown.', 'When cookies are cool spread 1-2 tsps of dulce de leche on a cookie and top with another.']","[{'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 14.76, 'nrg': 5460.0, 'pro': 154.92000000000002, 'sat': 2.3280000000000003, 'sod': 24.0, 'sug': 4.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 49.542168724999996, 'nrg': 574.5026174999999, 'pro': 20.985717374999997, 'sat': 3.7724679649999997, 'sod': 0.9922325, 'sug': 4.316211374999999}, {'fat': 69.12, 'nrg': 612.0, 'pro': 0.72, 'sat': 43.013999999999996, 'sod': 12.0, 'sug': 0.06}, {'fat': 22.4, 'nrg': 960.0, 'pro': 20.8, 'sat': 13.776, 'sod': 400.0, 'sug': 151.2}]","['12', '12', '12', '3 1/2', '6', '1']","['cup', 'cup', 'teaspoon', 'ounce', 'tablespoon', 'cup']","[1716.0, 1500.0, 72.0, 99.22325, 85.19999999999999, 304.0]",130.0,17542.502617500002
Balsamic and Sugar Roasted Carrots,"['carrots, raw', 'oil, olive, salad or cooking', 'vinegar, balsamic', 'sugars, brown']","['Heat the oven to 350F.', 'Cook the carrots in boiling water for 10-15 minutes until they are starting to soften, but still have some bite.', 'Drain and pat dry.', 'Spread the carrots out in a roasting tin, drizzle with the oil and vinegar, then sprinkle over the sugar.', 'Season well with sea salt and black pepper then roast for about 45 minutes, turning occasionally until the sugar has caramelized and the carrots are soft and tender.']","[{'fat': 1.360776, 'nrg': 232.46589999999998, 'pro': 5.273007000000001, 'sat': 0.2097863, 'sod': 391.2231, 'sug': 26.875326000000005}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 28.0, 'pro': 0.16, 'sat': 0.0, 'sod': 8.0, 'sug': 4.78}, {'fat': 0.0, 'nrg': 22.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 5.82}]","['1 1/4', '2', '2', '2']","['pound', 'tablespoon', 'tablespoon', 'teaspoon']","[566.99, 27.0, 32.0, 6.0]",60.0,520.4658999999999
Blueberry Coconut Granola,"['cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'oats', 'nuts, cashew nuts, raw', 'seeds, flaxseed', 'seeds, chia seeds, dried', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'sweetener, syrup, agave', 'blueberries, raw']","['Preheat the oven to 350F.', 'Line a baking sheet with parchment paper.', 'Combine all dry ingredients except for blueberries and toss until everything is equally distributed.', 'Add coconut oil and agave and toss until everything is evenly coated.', 'Lay the mixture on the parchment paper and spread everything out evenly.', 'Bake for 8-10 minutes, or until the granola is light golden in color.', 'Let cool for 30 minutes.', 'Add blueberries and enjoy!']","[{'fat': 3.56, 'nrg': 166.0, 'pro': 5.94, 'sat': 0.725, 'sod': 9.0, 'sug': 0.63}, {'fat': 2662.4, 'nrg': 23504.0, 'pro': 0.0, 'sat': 2430.688, 'sod': 0.0, 'sug': 0.0}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 855.075, 'nrg': 10783.5, 'pro': 355.29, 'sat': 151.76850000000002, 'sod': 234.0, 'sug': 115.245}, {'fat': 8.68, 'nrg': 110.0, 'pro': 3.76, 'sat': 0.754, 'sod': 6.0, 'sug': 0.32}, {'fat': 6.148, 'nrg': 97.2, 'pro': 3.308, 'sat': 0.666, 'sod': 3.2, 'sug': 0.0}, {'fat': 25.6, 'nrg': 226.0, 'pro': 0.0, 'sat': 23.372, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.27, 'nrg': 189.0, 'pro': 0.09, 'sat': 0.0, 'sod': 0.0, 'sug': 42.21}, {'fat': 0.245, 'nrg': 42.0, 'pro': 0.55, 'sat': 0.0205, 'sod': 0.5, 'sug': 7.37}]","['1', '13', '1', '13', '2', '2', '2', '3', '1/2']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'cup']","[234.0, 2662.4, 156.0, 1950.0, 20.6, 20.0, 25.6, 62.10000000000001, 74.0]",40.0,35724.7
Holiday Beef Tenderloin,"['beef, grass-fed, ground, raw', 'salt, table', 'spices, onion powder', 'spices, garlic powder', 'spices, pepper, black', 'spices, pepper, red or cayenne', 'spices, cumin seed', 'spices, nutmeg, ground', 'oil, olive, salad or cooking']","['Trim beef tenderloin.', 'Combine dry ingredients.', 'Rub tenderloin with oil, then coat with spice mixture.', 'Place in roasting pan and chill for 8 hours, covered.', 'Bake at 500 for 15 minutes, until browned.', 'Lower temperature to 375, and bake for 20 minutes more (until it is done to your liking).', 'Let it stand for 10 minutes.', 'Slice, and serve with horseradish mayo.']","[{'fat': 288.711308, 'nrg': 4490.5608, 'pro': 440.437832, 'sat': 120.995666, 'sod': 1542.2128000000002, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6975.0, 'sug': 0.0}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.2325, 'nrg': 4.5, 'pro': 0.165, 'sat': 0.04425, 'sod': 0.75, 'sug': 0.14250000000000002}, {'fat': 0.235, 'nrg': 4.0, 'pro': 0.185, 'sat': 0.016, 'sod': 2.0, 'sug': 0.025}, {'fat': 0.4, 'nrg': 6.0, 'pro': 0.065, 'sat': 0.2855, 'sod': 0.0, 'sug': 0.035}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}]","['5', '1', '1', '1', '1', '3/4', '1/2', '1/2', '1/4']","['pound', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[2267.96, 18.0, 2.4, 3.1, 2.3, 1.35, 1.05, 1.1, 54.0]",525.0,5005.0608
Spicy Maple Nuts,"['nuts, almonds', 'syrup, maple, canadian', 'butter, without salt', 'spices, chili powder', 'salt, table', 'spices, pepper, red or cayenne']","['Preheat oven to 300F (150C).', 'Line a baking sheet with foil.', 'Lightly spray with non-stick cooking spray or lightly coat with vegetable oil.', 'Place nuts in a large bowl.', 'In a small saucepan over medium heat, stir syrup with butter, 1 tsp chili powder, salt (omit if using salted nuts), and 1/4 tsp cayenne until it bubbles.', 'Immediately drizzle over nuts, stirring constantly until evenly coated.', 'Spread nuts in a single layer on prepared baking sheet.', 'Bake in center of.', 'oven (this is important - if they are too close to the bottom of the oven they will burn!', '), stirring occasionally, until glazed, 20 - 25 minutes.', 'Remove from oven.', 'Sprinkle with remaining chili powder and cayenne and stir.', 'Let cool on sheet, stirring occasionally.', 'Nuts will keep well in an airtight container in the fridge for 5 days or in.', 'the freezer up to two weeks.', '(from Chatelaine magazine December 2003).']","[{'fat': 285.6, 'nrg': 3312.0, 'pro': 120.96, 'sat': 21.748, 'sod': 4.0, 'sug': 24.88}, {'fat': 0.0, 'nrg': 12000.0, 'pro': 0.0, 'sat': 0.0, 'sod': 388.8888888888889, 'sug': 2663.333333333333}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.5850000000000001, 'nrg': 12.0, 'pro': 0.54, 'sat': 0.099, 'sod': 115.5, 'sug': 0.28500000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 79050.0, 'sug': 0.0}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}]","['4', '14', '2', '1 1/2', '34', '12']","['cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[572.0, 4444.444444444444, 28.4, 4.050000000000001, 203.99999999999997, 21.6]",25.0,15600.0
Fruit 'n' Nut Rice Pudding,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'apricots, dried, sulfured, uncooked', 'currants, zante, dried', 'nuts, walnuts, english', 'milk, buttermilk, fluid, cultured, lowfat', 'spices, cinnamon, ground', 'sugars, granulated']","['Preheat oven to 180 degree Celsius.', 'Place the rice in an ovenproof pie dish.', 'Add the apricots, currants and walnuts.', 'Stir the milk through and blend in the cinnamon.', 'Bake for 15 to 20 minutes or until warmed right through; stir halfway through the cooking time.', 'Stir in sugar or substitute and rewarm for 5 minutes.', 'Cover with foil (or lid) and allow to stand for 5 minutes before serving.']","[{'fat': 0.66, 'nrg': 307.5, 'pro': 6.375, 'sat': 0.183, 'sod': 3.0, 'sug': 0.12}, {'fat': 7.92, 'nrg': 3756.0, 'pro': 52.92, 'sat': 0.264, 'sod': 156.0, 'sug': 833.64}, {'fat': 5.46, 'nrg': 5712.0, 'pro': 82.32, 'sat': 0.56, 'sod': 168.0, 'sug': 1356.32}, {'fat': 1068.2, 'nrg': 10710.0, 'pro': 249.48000000000002, 'sat': 100.338, 'sod': 28.0, 'sug': 42.699999999999996}, {'fat': 2.16, 'nrg': 98.0, 'pro': 8.11, 'sat': 1.343, 'sod': 466.0, 'sug': 11.74}, {'fat': 0.045, 'nrg': 9.0, 'pro': 0.15000000000000002, 'sat': 0.0135, 'sod': 0.0, 'sug': 0.09}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}]","['1 1/2', '12', '14', '14', '1', '1 1/2', '1']","['cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'tablespoon']","[237.0, 1560.0, 2016.0, 1638.0, 245.0, 3.9000000000000004, 12.600000000000001]",30.0,20640.5
Berry Watermelon Slushy,"['watermelon, raw', 'blueberries, raw', 'goji berries, dried', 'water, bottled, generic']","['Put all ingredients into blender.', 'Blend until smooth.', 'Serve and enjoy!']","[{'fat': 0.92, 'nrg': 184.0, 'pro': 3.76, 'sat': 0.1, 'sod': 8.0, 'sug': 38.2}, {'fat': 0.9355335, 'nrg': 161.59214999999998, 'pro': 2.0978630000000003, 'sat': 0.07937860000000001, 'sod': 2.83495, 'sug': 28.236102000000002}, {'fat': 0.528, 'nrg': 470.4, 'pro': 19.152, 'sat': 0.0, 'sod': 398.4, 'sug': 61.29600000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 14.67013402680536, 'sug': 0.0}]","['4', '4-6', '1 1/2', '2']","['cup', 'ounce', 'cup', 'cup']","[616.0, 283.495, 134.39999999999998, 434.2359671934387]",,815.9921499999999
